latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-37.4226,145.7153,337.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,84,6.2,279.4,162.2,N,0
-37.4245,145.6846,336.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,68,6.2,288.1,162.2,N,0
-37.4083,145.7133,334.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,70,6.2,276.2,138.1,N,0
-37.4102,145.6831,338.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,73,6.2,283.5,173.4,N,0
-37.3918,145.7463,325.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,51,6.2,268.1,83.6,N,0
-37.3939,145.7117,327.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,48,6.2,270.8,100.5,N,0
-37.3775,145.744,345.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.2,197.5,N,0
-37.3796,145.7104,336.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,60,6.2,275,149.1,N,0
-37.4202,145.7093,335.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,42,6.2,283.3,149.3,N,0
-37.4223,145.6796,334.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,289.3,145.6,N,0
-37.4059,145.7076,337.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,54,6.2,277.3,157.3,N,0
-37.4079,145.6784,334.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,279.6,144.2,N,0
-37.3892,145.7407,326.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,53,6.2,269.9,80.1,N,0
-37.3915,145.7061,325,2.7,1.6,2009-02-07,1235,Terra,MODIS,8,6.2,271.2,88,N,0
-37.3749,145.7389,349.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,98,6.2,281,245.7,N,0
-37.3772,145.7046,331.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,30,6.2,273.9,124.6,N,0
-37.3606,145.7371,324.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,276.5,82.6,N,0
-37.3629,145.7029,324.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,272.4,85.3,N,0
-37.3999,145.8463,315.9,2.6,1.6,2009-02-07,1235,Terra,MODIS,66,6.2,277.9,44.4,N,0
-37.4017,145.8171,361.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,276.4,358.6,N,0
-37.3875,145.8155,358.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288,320.4,N,0
-37.3732,145.8145,321.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287.9,63.3,N,0
-37.3966,145.841,339.5,2.6,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,286.1,163.1,N,0
-36.4651,146.7679,326.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,295.3,71.9,N,0
-36.4518,146.7678,319.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,94,6.2,294,37.8,N,0
-36.4384,146.7673,313.1,2.3,1.5,2009-02-07,1235,Terra,MODIS,33,6.2,290.1,19.6,N,0
-36.4424,146.7625,318,2.3,1.5,2009-02-07,1235,Terra,MODIS,30,6.2,292.4,32.9,N,0
-37.4898,145.6096,321.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,36,6.2,289.6,76.2,N,0
-37.4753,145.608,327,2.7,1.6,2009-02-07,1235,Terra,MODIS,77,6.2,290.3,104.1,N,0
-37.3987,145.8111,372.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,280.4,494.6,N,0
-37.4879,145.6027,321.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,49,6.2,289.7,79.8,N,0
-37.4735,145.5994,325.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.5,93.1,N,0
-37.459,145.5983,323.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.9,85.4,N,0
-37.4407,145.6586,328.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,47,6.2,285.2,117.5,N,0
-37.4446,145.5959,310.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,12,6.2,277.9,47.6,N,0
-37.4262,145.658,332.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,51,6.2,283.6,138.3,N,0
-37.4118,145.6568,336.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,78,6.2,282.9,163.2,N,0
-37.4135,145.6288,322.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,61,6.2,276,91.1,N,0
-37.3992,145.6261,338.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.9,181.4,N,0
-37.3832,145.651,323.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,82,6.2,271.2,91.8,N,0
-37.424,145.6535,322.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,281.6,84.4,N,0
-37.3845,145.8091,356.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288.1,297.4,N,0
-37.4096,145.6523,334.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,77,6.2,280.9,156.5,N,0
-37.3953,145.6493,324.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,35,6.2,275.2,99.3,N,0
-37.3972,145.6207,334.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,48,6.2,278.4,153.8,N,0
-37.3811,145.6462,321.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,270.9,83.4,N,0
-37.3706,145.5842,322.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,9,6.2,274.2,92.2,N,0
-37.3702,145.8085,321.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287.9,61.1,N,0
-36.467,146.7426,386,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,297.9,580.1,N,0
-36.4689,146.7181,360.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,295.6,281.6,N,0
-36.4711,146.6887,331,2.3,1.5,2009-02-07,1235,Terra,MODIS,54,6.2,294.9,85,N,0
-36.4536,146.7429,394.4,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,300.2,714.5,N,0
-36.4557,146.7154,399,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,300.1,803.2,N,0
-36.4579,146.6863,342.5,2.3,1.5,2009-02-07,1235,Terra,MODIS,93,6.2,295.4,141,N,0
-36.4599,146.6595,325.4,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,293,64,N,0
-36.4403,146.7424,366.2,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,294.9,324.6,N,0
-36.4424,146.7141,417.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,303.9,1226,N,0
-36.4446,146.6846,359,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,294.3,260.6,N,0
-36.4465,146.6579,330.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,86,6.2,289.1,86.4,N,0
-36.427,146.7409,316.2,2.3,1.5,2009-02-07,1235,Terra,MODIS,73,6.2,281.7,29.1,N,0
-36.4291,146.7122,367.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,282.4,342.4,N,0
-36.4312,146.6831,348.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,286.5,178.4,N,0
-36.4332,146.6564,323.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,71,6.2,276.5,51.1,N,0
-36.4157,146.7121,337.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,282.2,114.9,N,0
-36.4178,146.6833,347.2,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,288.1,171.7,N,0
-36.4444,146.7374,385.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,300.7,560.9,N,0
-36.4467,146.7085,395.6,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,301.6,734.8,N,0
-36.4311,146.736,355.6,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,287.6,229.1,N,0
-36.4335,146.7065,387.9,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,288.9,605.5,N,0
-36.4358,146.6781,345.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,287.5,162.3,N,0
-36.4201,146.7059,346.1,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,283.6,164.2,N,0
-36.4224,146.6774,340.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,283.2,127.9,N,0
-36.4067,146.7057,324.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,288.6,59.9,N,0
-36.4089,146.6782,323.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,52,6.2,291.9,58.4,N,0
-37.3908,145.5235,312.7,2.8,1.6,2009-02-07,1235,Terra,MODIS,27,6.2,282.8,50.4,N,0
-37.3584,145.5469,324.1,2.8,1.6,2009-02-07,1235,Terra,MODIS,24,6.2,279.5,91.5,N,0
-36.503,146.7506,320.2,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,281.9,51.5,N,0
-36.5047,146.727,329.6,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,293.8,88,N,0
-36.4937,146.7434,340.2,2.3,1.5,2009-02-07,1235,Terra,MODIS,74,6.2,287.9,133.6,N,0
-36.4956,146.7194,333.3,2.3,1.5,2009-02-07,1235,Terra,MODIS,75,6.2,291.6,100.2,N,0
-36.4784,146.7683,349.4,2.3,1.5,2009-02-07,1235,Terra,MODIS,83,6.2,285.1,188.5,N,0
-36.4804,146.7426,378.5,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293,475,N,0
-36.4822,146.7193,342,2.3,1.5,2009-02-07,1235,Terra,MODIS,83,6.2,290.9,144.3,N,0
-36.4843,146.6918,321.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,46,6.2,282.2,50.2,N,0
-36.4512,146.6531,327.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,288.1,73.8,N,0
-36.4379,146.6516,324.5,2.3,1.5,2009-02-07,1235,Terra,MODIS,96,6.2,280.9,55.3,N,0
-38.5146,146.722,334.9,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.2,117.6,N,0
-38.4989,146.7484,312.1,2.4,1.5,2009-02-07,1235,Terra,MODIS,50,6.2,289.4,35,N,0
-38.5125,146.7501,381.9,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,296.2,562.6,N,0
-38.3255,146.6629,329.9,2.4,1.5,2009-02-07,1235,Terra,MODIS,93,6.2,288.8,102.4,N,0
-38.3324,146.6707,331,2.4,1.5,2009-02-07,1235,Terra,MODIS,88,6.2,286.5,110.6,N,0
-38.3052,146.6672,318,2.4,1.5,2009-02-07,1235,Terra,MODIS,74,6.2,286,55.8,N,0
-38.3188,146.6686,335.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,288.4,131.4,N,0
-38.3391,146.6651,322.1,2.4,1.5,2009-02-07,1235,Terra,MODIS,36,6.2,286.3,74.2,N,0
-38.3235,146.6907,312.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,16,6.2,284.1,44.2,N,0
-38.5587,146.7886,311.5,2.4,1.5,2009-02-07,1235,Terra,MODIS,75,6.2,290.2,32.5,N,0
-38.5198,146.7573,356.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.4,264.5,N,0
-38.5217,146.7298,344,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.6,170.5,N,0
-38.5237,146.7014,312.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,35,6.2,290,29.7,N,0
-38.5062,146.7563,371.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.2,419.1,N,0
-38.5081,146.7281,344.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,291.4,173.9,N,0
-38.51,146.6997,313.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,48,6.2,289.1,33,N,0
-38.501,146.7201,312.8,2.4,1.5,2009-02-07,1235,Terra,MODIS,42,6.2,288.8,35.3,N,0
-38.3119,146.6615,348.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,289.5,208.1,N,0
-38.5105,146.7772,317.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,88,6.2,288,50.3,N,0
-32.7654,150.5533,310.3,1.2,1.1,2009-02-07,1236,Terra,MODIS,38,6.2,295,9.8,N,0
-32.7639,150.5661,315.2,1.2,1.1,2009-02-07,1236,Terra,MODIS,58,6.2,296.1,14.4,N,0
-32.7426,150.5757,311.8,1.2,1.1,2009-02-07,1236,Terra,MODIS,81,6.2,295.3,11.2,N,0
-32.7441,150.5627,305.8,1.2,1.1,2009-02-07,1236,Terra,MODIS,20,6.2,294.8,6.1,N,0
-32.7609,150.5919,313.3,1.2,1.1,2009-02-07,1236,Terra,MODIS,67,6.2,295.9,12.6,N,0
-32.754,150.5646,316.7,1.2,1.1,2009-02-07,1236,Terra,MODIS,70,6.2,296.3,16,N,0
-32.7525,150.5775,318.4,1.2,1.1,2009-02-07,1236,Terra,MODIS,86,6.2,296.3,17.2,N,0
-32.751,150.5903,315.6,1.2,1.1,2009-02-07,1236,Terra,MODIS,65,6.2,296.4,14.6,N,0
-33.3124,151.2418,326.2,1.1,1.1,2009-02-07,1236,Terra,MODIS,100,6.2,296.4,28.4,N,0
-33.3109,151.2541,317.8,1.1,1.1,2009-02-07,1236,Terra,MODIS,96,6.2,296,17.8,N,0
-27.8681,149.2566,313,1.2,1.1,2009-02-07,1237,Terra,MODIS,84,6.2,298.8,12.4,N,0
-25.6707,146.6033,307.3,1.7,1.3,2009-02-07,1238,Terra,MODIS,67,6.2,297.2,10.6,N,0
-26.2582,146.6472,308.4,1.7,1.3,2009-02-07,1238,Terra,MODIS,68,6.2,298.1,11.7,N,0
-25.948,151.444,309.4,1,1,2009-02-07,1238,Terra,MODIS,77,6.2,293.3,8.4,N,0
-25.9085,150.7854,348.5,1,1,2009-02-07,1238,Terra,MODIS,100,6.2,297.2,60.9,N,0
-26.1764,150.7148,307.3,1,1,2009-02-07,1238,Terra,MODIS,67,6.2,294.8,6.9,N,0
-25.9452,151.4641,307.8,1,1,2009-02-07,1238,Terra,MODIS,73,6.2,293.3,7.2,N,0
-25.9466,151.4541,311.3,1,1,2009-02-07,1238,Terra,MODIS,82,6.2,293.4,9.9,N,0
-26.7063,149.3748,323.1,1.2,1.1,2009-02-07,1238,Terra,MODIS,100,6.2,298.1,23.3,N,0
-26.6965,149.3733,347.3,1.2,1.1,2009-02-07,1238,Terra,MODIS,100,6.2,300.7,69.3,N,0
-26.698,149.3614,328.1,1.2,1.1,2009-02-07,1238,Terra,MODIS,100,6.2,298.3,30.4,N,0
-26.7122,149.3271,309.4,1.2,1.1,2009-02-07,1238,Terra,MODIS,75,6.2,296.8,8.8,N,0
-26.6867,149.3717,313.6,1.2,1.1,2009-02-07,1238,Terra,MODIS,86,6.2,296.9,12.3,N,0
-26.6882,149.3598,309.7,1.2,1.1,2009-02-07,1238,Terra,MODIS,76,6.2,296.9,8.5,N,0
-25.919,150.7765,308.4,1,1,2009-02-07,1238,Terra,MODIS,74,6.2,295.2,7.6,N,0
-25.9098,150.7749,325.4,1,1,2009-02-07,1238,Terra,MODIS,100,6.2,296.1,23,N,0
-25.9176,150.7868,335.5,1,1,2009-02-07,1238,Terra,MODIS,100,6.2,296.8,37.3,N,0
-25.5725,152.5923,320.6,1,1,2009-02-07,1238,Terra,MODIS,100,6.2,291.8,19,N,0
-22.7514,147.2551,312.5,1.4,1.2,2009-02-07,1239,Terra,MODIS,85,6.2,277.2,18.9,N,0
-22.7408,147.2537,318.9,1.4,1.2,2009-02-07,1239,Terra,MODIS,98,6.2,286.7,28,N,0
-23.2349,150.6143,305.6,1,1,2009-02-07,1239,Terra,MODIS,65,6.2,294.2,6.2,N,0
-30.8662,121.4897,306.2,2.1,1.4,2009-02-07,1416,Terra,MODIS,67,6.2,291.1,22.7,N,2
-27.498,127.424,306.2,1,1,2009-02-07,1416,Terra,MODIS,43,6.2,295.9,4.5,N,0
-27.2864,131.6846,314.5,1.3,1.1,2009-02-07,1416,Terra,MODIS,87,6.2,298.8,13.3,N,0
-27.2887,131.6711,310.4,1.3,1.1,2009-02-07,1416,Terra,MODIS,75,6.2,298.4,8.5,N,0
-25.9098,150.7995,300.7,2.6,1.5,2009-02-07,1552,Aqua,MODIS,32,6.2,290.3,19.4,N,0
-26.6899,149.3805,310.3,2.1,1.4,2009-02-07,1552,Aqua,MODIS,80,6.2,294.8,25.7,N,0
-26.6904,149.3752,310.9,2.1,1.4,2009-02-07,1552,Aqua,MODIS,81,6.2,294.9,26.6,N,0
-25.662,146.611,306.1,1.3,1.1,2009-02-07,1552,Aqua,MODIS,67,6.2,295.8,8.3,N,0
-33.6824,142.3786,316.7,1.1,1,2009-02-07,1554,Aqua,MODIS,93,6.2,299,13.7,N,0
-36.0877,149.6815,311.9,2.8,1.6,2009-02-07,1554,Aqua,MODIS,83,6.2,298.6,36.2,N,0
-36.089,149.6765,310.5,2.8,1.6,2009-02-07,1554,Aqua,MODIS,80,6.2,298.4,31.9,N,0
-33.6839,142.39,321.1,1.1,1,2009-02-07,1554,Aqua,MODIS,100,6.2,299.3,18.2,N,0
-38.293,146.5978,320,1.9,1.4,2009-02-07,1555,Aqua,MODIS,66,6.2,280.5,33.8,N,0
-38.3214,146.639,320.9,1.9,1.4,2009-02-07,1555,Aqua,MODIS,0,6.2,290.2,39.5,N,0
-38.309,146.6407,347.1,1.9,1.4,2009-02-07,1555,Aqua,MODIS,90,6.2,291.4,134.3,N,0
-38.3057,146.6263,338,1.9,1.4,2009-02-07,1555,Aqua,MODIS,93,6.2,289.5,93.5,N,0
-38.3072,146.6187,328.1,1.9,1.4,2009-02-07,1555,Aqua,MODIS,55,6.2,288,57,N,0
-38.2949,146.6206,328.5,1.9,1.4,2009-02-07,1555,Aqua,MODIS,58,6.2,285.2,58.7,N,0
-38.2967,146.6427,330.6,1.9,1.4,2009-02-07,1555,Aqua,MODIS,61,6.2,289,67.8,N,0
-38.2912,146.5756,378.7,1.9,1.4,2009-02-07,1555,Aqua,MODIS,100,6.2,293,373.3,N,0
-38.2894,146.5541,366.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,289,265.6,N,0
-38.3076,146.6483,352,1.9,1.4,2009-02-07,1555,Aqua,MODIS,100,6.2,292.1,164.4,N,0
-38.2875,146.5616,381.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,292.7,408.8,N,0
-37.9281,146.4038,316.7,1.9,1.3,2009-02-07,1555,Aqua,MODIS,67,6.2,288.4,36.6,N,0
-37.9249,146.4123,320.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,89,6.2,289.5,45.2,N,0
-37.9177,146.4264,313.2,1.9,1.3,2009-02-07,1555,Aqua,MODIS,29,6.2,289,27.8,N,0
-37.9145,146.4334,314.3,1.9,1.3,2009-02-07,1555,Aqua,MODIS,33,6.2,289.3,31.1,N,0
-36.9849,149.7009,304,2.9,1.6,2009-02-07,1555,Aqua,MODIS,13,6.2,291.5,18.1,N,0
-36.97,149.7014,304.1,2.9,1.6,2009-02-07,1555,Aqua,MODIS,24,6.2,291.5,18.8,N,0
-38.2998,146.56,321.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,60,6.2,285,42.8,N,0
-38.3017,146.5816,317.5,1.9,1.4,2009-02-07,1555,Aqua,MODIS,50,6.2,282.1,28.8,N,0
-38.2894,146.5832,354.1,1.9,1.4,2009-02-07,1555,Aqua,MODIS,100,6.2,287,177.1,N,0
-38.2933,146.6281,323.8,1.9,1.4,2009-02-07,1555,Aqua,MODIS,77,6.2,287.8,50.2,N,0
-38.2914,146.6056,319.5,1.9,1.4,2009-02-07,1555,Aqua,MODIS,43,6.2,281.1,36.7,N,0
-38.3252,146.6844,320.5,1.9,1.4,2009-02-07,1555,Aqua,MODIS,0,6.2,284.6,42.4,N,0
-38.3109,146.6635,330.4,1.9,1.4,2009-02-07,1555,Aqua,MODIS,32,6.2,289.5,67.4,N,0
-37.4354,145.9385,348.7,1.7,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,283.1,127.5,N,0
-37.4335,145.9174,394.4,1.7,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,297,478.1,N,0
-37.4238,145.9409,327,1.7,1.3,2009-02-07,1555,Aqua,MODIS,77,6.2,277.1,51.6,N,0
-36.5713,146.8561,326.7,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,296.2,48.5,N,0
-36.5695,146.8357,313.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,76,6.2,296.6,15.1,N,0
-37.4219,145.9197,338.2,1.7,1.3,2009-02-07,1555,Aqua,MODIS,53,6.2,287.8,81.3,N,0
-37.4121,145.9425,317.4,1.7,1.3,2009-02-07,1555,Aqua,MODIS,30,6.2,275.2,27,N,0
-37.4104,145.9228,325.7,1.7,1.3,2009-02-07,1555,Aqua,MODIS,56,6.2,278.1,43.3,N,0
-37.4278,145.9458,326.3,1.7,1.3,2009-02-07,1555,Aqua,MODIS,85,6.2,275.7,47.1,N,0
-37.4257,145.9238,365.3,1.7,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,289.8,213.8,N,0
-37.4142,145.9272,326,1.7,1.3,2009-02-07,1555,Aqua,MODIS,20,6.2,279.6,40.3,N,0
-36.4671,146.8334,311.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,20,6.2,297,13.6,N,0
-36.516,146.8273,329.4,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,300.3,55.5,N,0
-36.518,146.8488,328.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,298.2,52.7,N,0
-36.496,146.8447,319.2,1.9,1.3,2009-02-07,1555,Aqua,MODIS,98,6.2,297.4,28.9,N,0
-36.5064,146.8216,342.2,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,302.6,104.3,N,0
-36.5083,146.8431,321.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,298,33.2,N,0
-36.5186,146.8192,342.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,302.8,106,N,0
-36.5205,146.8413,333,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,298.6,66.8,N,0
-36.5223,146.8623,344,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,298.8,113.1,N,0
-36.5046,146.8,347.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,303.5,129.9,N,0
-36.5308,146.8175,345.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,300.1,120.9,N,0
-36.5327,146.8392,363.8,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,301.7,228.8,N,0
-36.5345,146.86,404.7,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,310.9,702,N,0
-36.543,146.8162,342.9,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,298.7,108.6,N,0
-36.5448,146.8369,408.9,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,314.4,772.5,N,0
-36.5467,146.8574,418.9,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,321.1,971.2,N,0
-36.5028,146.7793,337.4,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,300.1,84.7,N,0
-36.5009,146.7578,312.5,1.9,1.3,2009-02-07,1555,Aqua,MODIS,85,6.2,297.3,15.2,N,0
-36.4942,146.8233,332.4,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,301.2,66.2,N,0
-36.5589,146.8562,435.6,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,310.4,1367.7,N,0
-36.5572,146.8366,379.1,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,301.8,366,N,0
-36.4924,146.8018,333.7,1.9,1.3,2009-02-07,1555,Aqua,MODIS,100,6.2,301.9,70.5,N,0
